CustomerID,Recency,Frequency,MonetaryValue,Cluster
13525.0,15,6,628.78,low
13527.0,34,224,2263.76,medium
13529.0,79,15,307.76,low
13531.0,206,7,178.35,low
13532.0,34,66,210.31,medium
13533.0,183,76,270.79,low
13534.0,3,342,5613.08,high
13536.0,2,179,3448.29,high
13538.0,44,25,1280.85,low
13539.0,86,38,605.84,low
13544.0,40,87,291.41,medium
13546.0,13,98,626.99,medium
13548.0,97,124,682.41,medium
13549.0,26,52,916.12,medium
13551.0,320,4,91.8,low
13552.0,67,121,3539.53,medium
13555.0,74,136,4149.28,medium
13557.0,29,34,584.06,medium
13558.0,6,175,605.06,medium
13560.0,8,33,174.37,medium
13561.0,216,14,141.86,low
13562.0,82,82,1799.33,medium
13563.0,85,49,777.53,low
13564.0,145,44,107.74,low
13565.0,20,38,240.22,medium
13566.0,41,176,874.71,medium
13568.0,174,44,192.85,low
13569.0,18,61,255.43,medium
13570.0,244,27,239.49,low
13571.0,13,341,2092.32,medium
13572.0,206,33,1384.25,low
13573.0,51,26,294.4,low
13575.0,24,46,732.07,medium
13576.0,11,119,6354.15,high
13577.0,26,85,1658.3,medium
13579.0,15,14,302.34,medium
13581.0,310,10,118.0,low
13583.0,156,53,781.03,low
13584.0,307,24,142.4,low
13587.0,32,11,347.0,low
13588.0,16,180,2445.12,medium
13589.0,15,21,379.65,medium
13590.0,12,89,1976.12,medium
13591.0,65,58,1117.13,medium
13592.0,36,16,247.96,low
13593.0,109,129,1990.28,medium
13594.0,53,26,396.97,low
13596.0,6,166,697.04,medium
13598.0,48,41,167.42,low
13599.0,2,247,4677.76,high
13600.0,313,19,219.52,low
13601.0,46,99,693.32,medium
13602.0,65,23,428.89,low
13603.0,27,27,164.34,medium
13606.0,30,43,280.54,medium
13607.0,41,98,678.01,medium
13610.0,13,228,1115.43,medium
13611.0,90,76,1158.2,medium
13614.0,25,201,1610.46,medium
13615.0,313,24,399.99,low
13617.0,41,44,544.18,medium
13618.0,174,13,177.34,low
13621.0,117,19,213.85,low
13623.0,31,86,672.44,medium
13626.0,253,19,257.23,low
13627.0,60,94,1624.02,medium
13629.0,24,59,7792.36,high
13630.0,6,80,1995.68,medium
13631.0,100,12,3021.77,low
13632.0,25,147,2117.02,medium
13634.0,34,188,1575.16,medium
13635.0,68,62,1071.03,medium
13636.0,37,64,941.62,medium
13637.0,53,101,810.5,medium
13638.0,16,8,122.64,low
13639.0,75,40,1033.34,low
13642.0,216,66,354.8,low
13643.0,32,28,519.44,medium
13644.0,9,148,2597.52,medium
13645.0,121,5,252.1,low
13647.0,10,80,1670.22,medium
13649.0,257,8,148.8,low
13650.0,17,98,1809.34,medium
13651.0,36,6,94.2,low
13652.0,46,45,786.28,medium
13654.0,44,166,2707.33,medium
13655.0,115,56,932.97,low
13656.0,165,49,379.65,low
13657.0,11,16,382.14,medium
13658.0,10,112,2421.47,medium
13659.0,198,108,1550.85,low
13662.0,86,58,879.08,low
13663.0,180,13,189.47,low
13666.0,61,12,84.65,low
13667.0,150,87,305.02,low
13668.0,3,501,6216.07,high
13669.0,51,9,218.55,low
13670.0,76,25,349.7,low
13672.0,302,16,-71.46,low
13673.0,19,65,396.92,medium
13675.0,152,25,486.82,low
13678.0,152,16,232.6,low
13680.0,2,216,2202.31,medium
13681.0,18,57,827.83,medium
13682.0,188,3,59.5,low
13684.0,286,31,64.23,low
13685.0,3,39,3119.44,medium
13686.0,183,8,72.0,low
13689.0,64,6,910.0,low
13690.0,60,9,172.25,low
13692.0,25,55,1466.87,medium
13693.0,326,4,-32.0,low
13694.0,4,579,61810.98,high
13695.0,32,90,2504.13,medium
13697.0,39,12,151.3,low
13699.0,156,14,308.58,low
13700.0,27,197,2265.12,medium
13703.0,319,1,99.5,low
13704.0,6,135,2295.31,medium
13705.0,8,18,393.72,medium
13706.0,303,20,330.79,low
13707.0,268,48,806.41,low
13708.0,272,51,296.88,low
13709.0,4,346,6249.11,high
13710.0,32,8,180.48,low
13711.0,219,13,252.06,low
13712.0,247,10,228.84,low
13715.0,282,93,781.29,low
13716.0,270,21,138.28,low
13717.0,33,103,1432.26,medium
13718.0,247,12,306.55,low
13719.0,16,60,1041.68,medium
13720.0,117,43,799.9,low
13721.0,37,28,524.14,low
13722.0,121,86,2369.16,medium
13723.0,218,6,199.85,low
13725.0,50,118,1809.81,medium
13726.0,39,42,1079.66,medium
13727.0,29,20,333.48,low
13728.0,37,63,1016.14,medium
13730.0,136,43,752.6,low
13731.0,220,38,610.59,low
13732.0,29,33,491.86,medium
13735.0,25,208,2766.18,medium
13736.0,6,194,724.0,medium
13737.0,201,30,339.6,low
13739.0,19,3,216.9,low
13740.0,241,23,350.75,low
13741.0,72,35,666.33,low
13742.0,17,323,3102.42,medium
13743.0,3,42,1340.15,medium
13744.0,96,72,1156.36,medium
13745.0,152,26,291.54,low
13748.0,96,27,744.25,low
13750.0,54,24,1647.26,low
13751.0,289,9,296.25,low
13752.0,125,76,1186.28,low
13753.0,288,35,741.26,low
13754.0,152,12,282.6,low
13755.0,4,343,2154.68,medium
13756.0,3,141,4612.32,high
13758.0,12,93,2471.7,medium
13759.0,34,25,659.41,low
13760.0,55,57,286.79,medium
13761.0,51,70,1070.65,medium
13762.0,205,14,0.0,low
13763.0,64,17,1689.46,low
13764.0,71,208,1521.76,medium
13767.0,3,367,15310.85,high
13769.0,3,133,2449.57,medium
13771.0,65,120,2631.7,medium
13772.0,34,177,1132.13,medium
13774.0,82,22,345.0,low
13777.0,1,183,18950.19,high
13778.0,104,9,178.7,low
13780.0,8,57,360.01,medium
13781.0,251,17,127.84,low
13782.0,13,115,912.0,medium
13784.0,10,31,2462.79,medium
13787.0,76,31,309.04,low
13790.0,5,45,348.8,medium
13791.0,44,17,1047.68,low
13792.0,67,13,195.55,low
13798.0,2,438,35943.42,high
13799.0,117,39,688.86,low
13800.0,310,33,558.32,low
13801.0,67,23,324.8,low
13802.0,139,66,3906.27,medium
13803.0,256,17,277.07,low
13804.0,31,137,2635.79,medium
13805.0,53,13,924.6,low
13806.0,64,10,256.38,low
13808.0,6,76,1747.66,medium
13809.0,306,12,155.05,low
13810.0,29,36,899.51,medium
13811.0,184,14,591.75,low
13812.0,43,36,539.0,medium
13813.0,40,71,1353.41,medium
13814.0,57,58,1562.12,medium
13815.0,23,177,4014.91,medium
13816.0,24,33,555.04,medium
13817.0,30,24,382.98,low
13819.0,302,36,1140.35,low
13821.0,145,59,385.64,low
13822.0,6,96,632.0,medium
13823.0,19,40,957.66,medium
13824.0,33,46,1698.94,medium
13826.0,159,12,174.65,low
13827.0,58,93,412.05,medium
13828.0,23,15,209.49,low
13829.0,360,1,-102.0,low
13831.0,17,72,1794.99,medium
13832.0,18,4,40.95,low
13833.0,160,29,384.8,low
13835.0,26,55,834.57,medium
13837.0,212,19,271.24,low
13838.0,6,122,453.62,medium
13841.0,253,1,85.0,low
13842.0,59,186,3075.05,medium
13844.0,12,20,361.62,medium
13845.0,65,9,312.98,low
13846.0,25,58,847.61,medium
13848.0,93,4,935.0,low
13849.0,52,101,1537.95,medium
13850.0,89,94,1586.81,medium
13851.0,96,81,2651.46,medium
13853.0,9,24,1056.94,medium
13854.0,9,111,7715.62,high
13856.0,169,17,363.4,low
13858.0,58,11,216.17,low
13859.0,327,28,201.16,low
13860.0,2,77,1240.0,medium
13862.0,19,142,2187.31,medium
13863.0,246,22,299.56,low
13865.0,59,30,501.56,low
13866.0,75,7,145.67,low
13867.0,32,61,1015.29,medium
13868.0,8,33,3192.54,medium
13869.0,124,307,3104.95,medium
13870.0,3,118,2751.25,medium
13871.0,23,338,6389.8,high
13873.0,120,24,381.7,low
13874.0,359,18,540.45,low
13875.0,54,104,1786.79,medium
13876.0,64,7,122.7,low
13877.0,87,3,117.24,low
13878.0,55,36,1281.53,medium
13880.0,22,159,3121.97,medium
13881.0,4,180,16989.52,high
13882.0,3,66,1131.28,medium
13883.0,2,155,2538.75,medium
13884.0,8,60,781.3,medium
13885.0,190,28,506.8,low
13886.0,72,16,243.56,low
13887.0,205,19,349.55,low
13888.0,120,40,605.63,low
13889.0,93,15,416.9,low
13890.0,2,114,1860.86,medium
13892.0,27,27,632.97,medium
13893.0,298,21,821.1,low
13894.0,23,30,535.97,medium
13895.0,22,119,2588.12,medium
13897.0,51,17,311.16,low
13898.0,326,12,155.93,low
13899.0,17,19,388.52,medium
13900.0,184,43,740.95,low
13901.0,73,149,2867.2,medium
13904.0,38,26,332.64,low
13908.0,80,126,2347.05,medium
13911.0,58,148,2580.91,medium
13914.0,4,34,613.95,medium
13917.0,50,18,272.04,low
13918.0,50,30,1212.84,low
13919.0,54,33,350.16,low
13922.0,352,7,172.25,low
13923.0,54,20,351.13,low
13924.0,2,137,1682.08,medium
13925.0,37,45,616.65,medium
13926.0,24,11,223.85,low
13927.0,75,21,348.99,low
13928.0,11,27,464.57,medium
13929.0,170,10,802.85,low
13930.0,58,17,337.34,low
13931.0,86,59,1230.93,medium
13932.0,295,16,307.4,low
13933.0,110,23,608.79,low
13934.0,264,31,922.1,low
13936.0,172,27,361.28,low
13937.0,170,9,158.85,low
13938.0,36,7,71.66,low
13939.0,24,46,556.75,medium
13940.0,18,49,839.14,medium
13941.0,22,35,3892.89,medium
13946.0,80,11,561.57,low
13947.0,66,5,90.6,low
13948.0,361,3,102.0,low
13949.0,3,160,2427.32,medium
13950.0,12,36,728.56,medium
13951.0,177,39,674.45,low
13952.0,212,138,3246.09,medium
13953.0,8,20,3515.68,medium
13954.0,2,30,378.59,medium
13955.0,155,33,322.96,low
13956.0,6,152,1026.42,medium
13959.0,80,92,598.2,medium
13960.0,22,12,230.22,low
13962.0,22,11,169.55,low
13963.0,309,28,513.24,low
13967.0,146,2,80.7,low
13969.0,8,608,8669.1,high
13971.0,9,158,2702.22,medium
13972.0,71,15,190.25,low
13973.0,288,11,264.7,low
13974.0,50,28,413.59,low
13975.0,32,340,2503.23,medium
13976.0,207,10,357.98,low
13978.0,15,15,196.79,medium
13979.0,74,54,869.87,medium
13980.0,61,11,200.14,low
13982.0,40,92,1432.51,medium
13983.0,30,97,2261.1,medium
13984.0,27,12,333.23,low
13985.0,5,351,7024.53,high
13986.0,18,13,320.46,low
13988.0,20,239,4098.8,high
13989.0,66,41,1266.08,low
13990.0,214,16,311.3,low
13991.0,13,86,850.63,medium
13992.0,31,5,76.8,low
13993.0,33,125,3409.66,medium
13994.0,4,155,2313.14,medium
13995.0,16,87,1383.49,medium
13999.0,11,212,3865.26,high
14000.0,207,16,633.71,low
14001.0,46,31,1729.09,medium
14002.0,135,47,529.73,low
14004.0,44,171,4582.64,medium
14005.0,10,84,2874.72,medium
14006.0,116,30,962.19,low
14009.0,199,44,685.93,low
14012.0,278,11,328.8,low
14013.0,111,34,473.02,low
14014.0,78,39,505.18,low
14015.0,53,20,917.34,low
14016.0,155,162,4328.46,medium
14019.0,47,68,1398.96,medium
14020.0,17,39,642.8,medium
14021.0,156,22,631.9,low
14022.0,226,28,440.0,low
14023.0,8,31,584.07,medium
14024.0,122,16,327.7,low
14027.0,61,6,104.82,low
14029.0,64,15,467.66,low
14030.0,19,216,1683.59,medium
14031.0,8,229,12736.52,high
14032.0,3,138,2625.98,medium
14034.0,23,92,512.02,medium
14035.0,29,66,1428.02,medium
14036.0,285,38,626.65,low
14037.0,177,28,147.2,low
14038.0,79,93,1554.48,medium
14039.0,34,6,152.2,low
14040.0,41,241,3542.19,medium
14041.0,267,21,141.41,low
14044.0,27,209,652.82,medium
14045.0,110,5,1333.35,low
14046.0,285,14,154.99,low
14047.0,9,21,1012.39,medium
14048.0,278,88,375.13,low
14049.0,17,505,5639.15,high
14050.0,32,54,746.36,medium
14051.0,1,201,14853.92,high
14052.0,20,56,225.36,medium
14053.0,125,4,260.25,low
14054.0,66,6,92.46,low
14055.0,107,10,725.64,low
14056.0,2,1128,8124.4,high
14057.0,24,291,6147.4,high
14059.0,267,8,183.6,low
14060.0,5,191,5514.54,high
14062.0,10,111,10464.85,high
14064.0,30,82,1188.32,medium
14066.0,267,7,152.55,low
14067.0,64,52,374.7,low
14068.0,321,24,265.85,low
14071.0,4,333,1307.41,medium
14073.0,22,14,139.54,low
14075.0,5,43,942.26,medium
14076.0,130,46,122.47,low
14077.0,41,42,499.42,medium
14078.0,102,52,913.13,low
14079.0,125,12,375.1,low
14080.0,33,4,45.6,low
14081.0,268,87,481.15,low
14082.0,365,29,182.25,low
14083.0,5,115,708.89,medium
14085.0,3,439,4127.74,high
14087.0,3,70,181.67,medium
14088.0,11,590,50415.49,high
14089.0,57,14,161.0,low
14090.0,325,1,76.32,low
14092.0,8,216,4069.0,high
14093.0,13,105,442.85,medium
14096.0,5,5128,57120.91,high
14098.0,37,21,147.35,low
14099.0,17,252,3092.97,medium
14100.0,138,26,194.9,low
14101.0,74,35,5976.79,medium
14102.0,6,84,1314.73,medium
14104.0,155,21,216.21,low
14105.0,86,76,1260.33,medium
14107.0,52,124,2688.48,medium
14108.0,31,35,594.16,medium
14109.0,24,14,80.2,low
14110.0,4,156,5669.65,high
14111.0,15,11,688.6,medium
14112.0,23,173,2774.17,medium
14113.0,4,40,1377.92,medium
14114.0,274,15,386.53,low
14116.0,20,72,1382.74,medium
14117.0,144,3,90.0,low
14119.0,355,1,-19.9,low
14121.0,4,161,2740.3,medium
14124.0,85,5,419.58,low
14125.0,11,167,2740.43,medium
14126.0,8,16,643.63,medium
14127.0,123,44,709.71,low
14128.0,61,46,637.5,low
14129.0,2,52,1123.86,medium
14130.0,320,67,483.86,low
14132.0,3,201,3580.13,high
14133.0,130,30,590.34,low
14135.0,2,97,3886.06,high
14138.0,2,47,982.38,medium
14139.0,47,26,415.82,low
14140.0,4,67,920.05,medium
14141.0,3,46,879.03,medium
14143.0,134,7,115.8,low
14145.0,47,12,3148.2,low
14146.0,9,245,2949.57,medium
14147.0,50,6,468.4,low
14148.0,234,3,157.2,low
14149.0,213,40,259.43,low
14150.0,36,26,658.64,low
14152.0,76,50,611.09,low
14154.0,240,52,1345.62,low
14155.0,267,6,118.75,low
14156.0,10,1415,113069.44,high
14157.0,20,49,400.43,medium
14158.0,41,41,507.66,medium
14159.0,20,1212,4678.3,high
14161.0,216,82,827.37,low
14162.0,174,25,289.36,low
14163.0,88,52,2445.91,medium
14164.0,71,29,1631.77,low
14165.0,276,25,122.54,low
14167.0,40,52,574.84,medium
14171.0,99,58,363.79,low
14173.0,11,29,450.84,medium
14174.0,34,26,134.46,low
14175.0,52,164,3108.06,medium
14176.0,298,23,414.45,low
14177.0,85,43,554.46,low
14178.0,9,327,1620.93,medium
14179.0,41,165,719.78,medium
14180.0,11,236,4439.02,high
14184.0,67,24,452.89,low
14185.0,332,3,197.65,low
14188.0,9,71,2018.91,medium
14189.0,3,268,4293.07,high
14191.0,2,263,4660.01,high
14193.0,68,42,853.39,low
14194.0,5,604,11216.75,high
14195.0,202,8,962.7,low
14196.0,107,6,335.52,low
14198.0,5,44,663.5,medium
14199.0,219,2,185.4,low
14201.0,61,39,688.04,low
14204.0,3,44,161.03,medium
14205.0,11,25,456.98,medium
14206.0,240,21,308.26,low
14208.0,95,10,151.74,low
14209.0,11,88,2067.13,medium
14210.0,92,88,1595.94,medium
14211.0,54,118,2208.3,medium
14212.0,90,9,1070.48,low
14214.0,31,70,1000.23,medium
14215.0,12,103,1611.92,medium
14216.0,4,59,1839.3,medium
14217.0,2,99,1824.01,medium
14218.0,43,12,169.48,low
14219.0,5,7,89.94,medium
14220.0,248,21,632.4,low
14221.0,43,194,3427.85,medium
14222.0,178,41,683.17,low
14223.0,93,61,975.23,low
14224.0,111,118,1050.12,medium
14226.0,29,73,2201.64,medium
14227.0,27,183,3315.71,medium
14229.0,52,43,1450.6,medium
14231.0,180,54,822.06,low
14232.0,32,118,2043.93,medium
14233.0,44,36,1447.51,medium
14234.0,23,159,775.46,medium
14235.0,11,80,3093.86,medium
14236.0,81,12,301.56,low
14238.0,327,8,146.85,low
14239.0,44,116,2323.5,medium
14240.0,31,42,890.34,medium
14241.0,184,10,213.7,low
14242.0,235,16,280.55,low
14243.0,9,140,2322.58,medium
14245.0,177,112,1677.48,medium
14246.0,111,75,1474.06,medium
14247.0,279,20,136.77,low
14248.0,319,8,302.58,low
14250.0,8,111,1904.05,medium
14251.0,2,78,2879.7,medium
14256.0,255,54,935.06,low
14257.0,52,107,3087.27,medium
14258.0,10,112,12650.08,high
14259.0,142,5,120.0,low
14261.0,51,52,1163.45,medium
14262.0,9,143,2618.23,medium
14264.0,155,17,333.97,low
14265.0,110,31,530.18,low
14267.0,151,66,1279.09,low
14270.0,332,29,492.65,low
14271.0,226,10,112.32,low
14272.0,74,33,437.96,low
14273.0,52,29,559.97,low
14276.0,89,75,1019.39,medium
14277.0,16,228,3957.0,high
14280.0,197,8,134.04,low
14282.0,4,143,3158.34,medium
14284.0,31,34,578.45,medium
14285.0,22,27,1910.01,medium
14286.0,24,285,4595.81,high
14287.0,9,11,151.23,medium
14288.0,213,17,413.85,low
14289.0,9,47,911.26,medium
14290.0,12,103,2307.45,medium
14291.0,2,238,3873.3,high
14292.0,8,108,4819.33,high
14293.0,4,46,681.64,medium
14295.0,41,7,154.7,low
14297.0,18,64,1284.06,medium
14298.0,4,1640,50862.44,high
14299.0,9,155,2635.11,medium
14300.0,19,3,43.2,low
14301.0,108,16,632.04,low
14304.0,223,27,197.1,low
14305.0,72,110,1803.76,medium
14306.0,52,35,2083.42,medium
14307.0,89,132,2212.61,medium
14309.0,9,123,2319.68,medium
14311.0,226,27,229.71,low
14312.0,47,87,1611.59,medium
14314.0,107,8,120.0,low
14315.0,22,104,2456.98,medium
14317.0,65,24,508.58,low
14320.0,207,42,343.11,low
14321.0,11,123,1530.75,medium
14323.0,115,41,574.26,low
14326.0,235,9,166.85,low
14327.0,164,12,311.65,low
14329.0,9,269,4928.74,high
14331.0,125,28,462.66,low
14332.0,23,26,866.31,medium
14333.0,65,19,351.45,low
14334.0,17,163,2539.46,medium
14335.0,17,63,468.26,medium
14336.0,17,90,1614.91,medium
14338.0,159,34,554.22,low
14339.0,235,18,289.91,low
14340.0,219,6,134.7,low
14341.0,46,130,2166.38,medium
14342.0,22,24,607.71,medium
14344.0,128,58,549.28,low
14345.0,39,6,108.98,low
14346.0,121,60,1021.58,low
14348.0,261,18,409.57,low
14349.0,11,31,133.5,medium
14350.0,271,21,258.7,low
14351.0,165,1,51.0,low
14352.0,158,47,1078.96,low
14353.0,216,6,90.6,low
14354.0,6,9,163.62,medium
14356.0,61,38,666.94,low
14357.0,44,41,225.77,medium
14359.0,20,58,882.58,medium
14360.0,32,118,2128.23,medium
14362.0,23,41,161.2,medium
14364.0,109,69,3717.35,medium
14367.0,9,533,9167.82,high
14368.0,320,8,155.0,low
14371.0,296,4,100.5,low
14373.0,359,4,76.55,low
14375.0,186,75,257.68,low
14377.0,192,11,617.05,low
14379.0,45,46,348.1,medium
14381.0,53,56,202.68,medium
14382.0,27,131,626.07,medium
14383.0,39,59,1247.69,medium
14385.0,10,14,202.11,medium
14386.0,297,7,142.4,low
14387.0,33,140,1770.56,medium
14388.0,9,168,2872.69,medium
14389.0,9,62,999.72,medium
14390.0,11,263,4374.72,high
14393.0,219,5,67.95,low
14395.0,3,326,3163.23,high
14396.0,66,39,377.64,low
14397.0,1,95,2556.68,medium
14400.0,142,26,559.7,low
14401.0,5,183,4039.98,high
14403.0,131,26,1426.31,low
14404.0,34,78,1301.24,medium
14406.0,120,8,156.75,low
14407.0,108,76,2111.08,medium
14408.0,11,107,2606.53,medium
14409.0,72,52,1730.65,medium
14410.0,16,286,576.3,medium
14411.0,311,14,1063.0,low
14412.0,36,45,761.33,medium
14413.0,363,23,122.7,low
14414.0,92,98,1485.13,medium
14415.0,2,612,5811.56,high
14416.0,23,14,490.22,low
14418.0,4,124,1937.25,medium
14419.0,11,206,1058.06,medium
14420.0,86,30,385.87,low
14421.0,58,27,813.11,low
14422.0,1,222,4263.64,high
14423.0,219,3,265.2,low
14424.0,18,1,322.08,low
14426.0,19,264,3918.9,high
14427.0,51,17,363.34,low
14428.0,8,148,1230.14,medium
14431.0,299,22,397.76,low
14432.0,10,382,2255.51,medium
14434.0,22,12,1372.8,low
14436.0,99,9,89.06,low
14437.0,144,1,-106.4,low
14438.0,307,9,131.9,low
14439.0,320,32,2661.24,low
14440.0,9,42,1700.98,medium
14441.0,1,58,1553.64,medium
14442.0,2,68,1544.62,medium
14443.0,54,75,1112.95,medium
14446.0,1,293,1039.58,medium
14447.0,19,70,1163.23,medium
14448.0,10,20,375.35,medium
14449.0,19,208,696.86,medium
14450.0,181,40,483.25,low
14451.0,61,109,662.59,medium
14452.0,11,62,264.44,medium
14453.0,191,22,119.93,low
14456.0,6,977,3047.63,high
14457.0,311,4,113.64,low
14459.0,156,37,1837.92,low
14460.0,111,17,383.34,low
14461.0,149,180,2103.06,medium
14462.0,64,246,1965.9,medium
14463.0,99,6,529.62,low
14465.0,247,130,1058.62,low
14466.0,30,62,1892.65,medium
14467.0,18,90,598.76,medium
14470.0,12,43,461.19,medium
14472.0,104,281,1936.84,medium
14473.0,75,7,234.34,low
14474.0,44,30,537.71,low
14475.0,72,47,799.82,low
14476.0,258,19,215.7,low
14477.0,20,11,1307.81,low
14479.0,254,8,141.85,low
14480.0,12,13,279.05,medium
14481.0,165,30,636.51,low
14482.0,19,144,2068.15,medium
14483.0,150,10,129.2,low
14484.0,51,14,321.92,low
14485.0,39,47,165.75,medium
14487.0,27,131,1071.23,medium
14488.0,52,49,1047.43,medium
14489.0,208,30,463.38,low
14491.0,176,13,213.73,low
14493.0,8,123,2362.84,medium
14494.0,26,7,139.56,low
14495.0,51,6,123.8,low
14496.0,312,14,234.47,low
14497.0,302,31,457.47,low
14498.0,43,193,1957.32,medium
14499.0,27,194,815.32,medium
14500.0,89,7,356.85,low
14501.0,65,12,190.31,low
14502.0,20,631,2351.02,medium
14503.0,4,164,3543.26,high
14504.0,48,107,673.26,medium
14505.0,18,803,5818.7,high
14506.0,18,266,1742.47,medium
14507.0,24,98,1368.18,medium
14508.0,23,57,276.42,medium
14511.0,12,71,1267.41,medium
14512.0,188,23,275.28,low
14513.0,101,18,438.49,low
14514.0,62,73,1055.35,medium
14515.0,18,101,2102.09,medium
14517.0,34,18,330.45,low
14518.0,65,16,174.37,low
14520.0,2,4,270.6,medium
14522.0,25,17,974.54,medium
14523.0,109,12,241.09,low
14524.0,32,203,1867.68,medium
14525.0,9,298,4221.37,high
14527.0,3,952,7250.84,high
14528.0,38,18,364.22,low
14529.0,61,229,620.04,medium
14530.0,26,216,2925.91,medium
14532.0,237,64,932.85,low
14533.0,25,65,1812.62,medium
14534.0,3,558,4075.35,high
14535.0,60,333,2841.09,medium
14536.0,260,19,171.8,low
14537.0,58,10,355.56,low
14538.0,65,19,388.25,low
14539.0,16,32,537.48,medium
14540.0,10,76,996.26,medium
14541.0,59,111,1461.65,medium
14542.0,186,5,103.25,low
14543.0,4,107,2916.17,medium
14544.0,25,114,2024.45,medium
14546.0,5,417,2487.02,high
14547.0,4,367,3986.74,high
14548.0,151,4,652.8,low
14549.0,312,56,289.24,low
14550.0,11,48,765.62,medium
14551.0,19,10,186.23,low
14552.0,152,58,165.07,low
14553.0,20,113,859.27,medium
14554.0,11,216,2381.04,medium
14555.0,58,21,324.14,low
14557.0,65,32,0.0,low
14560.0,8,76,2174.18,medium
14561.0,76,69,1080.76,medium
14562.0,4,446,4709.22,high
14565.0,96,129,3073.77,medium
14566.0,111,4,1432.0,low
14567.0,36,34,1524.46,medium
14569.0,2,12,227.39,medium
14570.0,281,29,218.06,low
14572.0,4,273,2803.69,high
14573.0,180,165,1190.62,medium
14577.0,13,123,859.71,medium
14578.0,4,24,168.63,medium
14581.0,17,17,138.6,medium
14582.0,41,6,114.11,low
14583.0,6,330,1052.55,medium
14584.0,170,101,1029.26,low
14585.0,51,29,157.05,low
14586.0,228,27,134.16,low
14587.0,19,384,1598.24,medium
14591.0,16,197,1447.14,medium
14592.0,36,164,570.46,medium
14593.0,22,152,617.99,medium
14594.0,8,22,124.83,medium
14595.0,20,102,1740.6,medium
14597.0,12,55,883.15,medium
14598.0,45,50,221.97,medium
14600.0,306,25,393.33,low
14601.0,11,7,213.96,low
14603.0,275,2,660.0,low
14606.0,2,2660,11119.87,high
14607.0,16,114,11341.1,high
14608.0,5,20,1785.15,medium
14609.0,73,4,601.56,low
14616.0,243,3,406.08,low
14618.0,10,16,553.44,medium
14619.0,240,22,379.51,low
14620.0,205,30,393.28,low
14621.0,2,96,1765.76,medium
14622.0,185,21,320.58,low
14623.0,33,135,869.35,medium
14624.0,58,13,225.85,low
14625.0,186,55,886.13,low
14626.0,9,126,2757.07,medium
14627.0,312,5,-21.85,low
14628.0,92,24,671.96,low
14629.0,5,153,939.21,medium
14631.0,51,41,1006.98,medium
14632.0,263,8,114.56,low
14633.0,267,20,344.9,low
14636.0,37,28,609.85,medium
14638.0,51,16,443.6,low
14639.0,53,175,2952.34,medium
14640.0,16,113,2042.15,medium
14641.0,22,7,110.46,low
14642.0,59,2,96.12,low
14643.0,171,34,668.61,low
14644.0,10,29,780.46,medium
14645.0,157,30,597.09,low
14646.0,2,2081,279489.02,high
14647.0,202,30,243.22,low
14649.0,5,199,1417.29,medium
14651.0,68,102,654.6,medium
14652.0,78,29,114.18,low
14653.0,2,237,1947.55,medium
14655.0,4,50,1930.15,medium
14656.0,170,80,291.05,low
14657.0,18,127,838.27,medium
14658.0,6,29,247.15,medium
14659.0,9,259,2456.53,medium
14660.0,87,30,285.74,low
14661.0,27,4,107.95,low
14662.0,29,168,771.17,medium
14664.0,20,99,637.89,medium
14665.0,61,117,1258.38,medium
14666.0,25,14,195.25,low
14667.0,11,504,8033.49,high
14669.0,242,170,1269.99,medium
14670.0,281,132,411.53,low
14672.0,235,61,765.55,low
14673.0,4,59,1362.91,medium
14675.0,17,102,604.75,medium
14676.0,32,44,2543.24,medium
14680.0,26,306,25251.46,high
14681.0,72,7,498.95,low
14682.0,188,2,52.0,low
14684.0,26,421,1236.28,medium
14687.0,107,15,628.38,low
14688.0,8,340,4662.4,high
14689.0,209,13,112.8,low
14690.0,45,54,358.61,medium
14691.0,31,71,2114.33,medium
14692.0,138,69,582.05,low
14693.0,265,8,172.9,low
14696.0,5,114,1777.6,medium
14697.0,219,22,188.61,low
14698.0,2,210,1250.76,medium
14699.0,215,8,109.13,low
14700.0,33,115,2235.3,medium
14701.0,11,350,2486.22,medium
14702.0,2,318,2931.94,high
14703.0,15,22,318.17,medium
14704.0,12,415,1546.91,medium
14705.0,199,1,179.0,low
14708.0,3,17,677.61,medium
14709.0,16,197,4911.14,high
14710.0,15,139,606.13,medium
14711.0,11,359,2838.2,medium
14712.0,30,25,917.07,medium
14713.0,10,316,2365.31,medium
14714.0,25,10,160.19,low
14715.0,25,71,867.38,medium
14716.0,44,55,329.68,medium
14719.0,2,238,1592.18,medium
14720.0,6,37,663.81,medium
14722.0,148,29,187.92,low
14723.0,11,235,907.36,medium
14725.0,25,52,718.08,medium
14727.0,275,10,268.58,low
14730.0,2,501,2005.06,high
14731.0,48,45,380.02,medium
14732.0,9,149,2686.34,medium
14733.0,10,188,7621.52,high
14735.0,4,205,5807.69,high
14737.0,4,17,1164.55,medium
14738.0,40,56,1289.94,medium
14739.0,3,49,3185.22,medium
14740.0,192,93,1423.21,low
14741.0,12,50,1215.84,medium
14744.0,17,25,863.53,medium
14745.0,113,70,1167.16,low
14747.0,248,19,294.3,low
14748.0,30,60,841.37,medium
14752.0,44,5,389.64,low
14753.0,88,30,563.15,low
14754.0,45,41,638.05,medium
14755.0,10,237,4965.38,high
14756.0,16,38,738.96,medium
14757.0,76,19,420.5,low
