CustomerID,Recency,Frequency,MonetaryValue
13755.00,4,343,2154.68
13756.00,3,141,4612.32
13758.00,12,93,2471.70
13759.00,34,25,659.41
13760.00,55,57,286.79
13761.00,51,70,1070.65
13762.00,205,14,0.00
13763.00,64,17,1689.46
13764.00,71,208,1521.76
13767.00,3,367,15310.85
13769.00,3,133,2449.57
13771.00,65,120,2631.70
13772.00,34,177,1132.13
13774.00,82,22,345.00
13777.00,1,183,18950.19
13778.00,104,9,178.70
13780.00,8,57,360.01
13781.00,251,17,127.84
13782.00,13,115,912.00
13784.00,10,31,2462.79
13787.00,76,31,309.04
13790.00,5,45,348.80
13791.00,44,17,1047.68
13792.00,67,13,195.55
13798.00,2,438,35943.42
13799.00,117,39,688.86
13800.00,310,33,558.32
13801.00,67,23,324.80
13802.00,139,66,3906.27
13803.00,256,17,277.07
13804.00,31,137,2635.79
13805.00,53,13,924.60
13806.00,64,10,256.38
13808.00,6,76,1747.66
13809.00,306,12,155.05
13810.00,29,36,899.51
13811.00,184,14,591.75
13812.00,43,36,539.00
13813.00,40,71,1353.41
13814.00,57,58,1562.12
13815.00,23,177,4014.91
13816.00,24,33,555.04
13817.00,30,24,382.98
13819.00,302,36,1140.35
13821.00,145,59,385.64
13822.00,6,96,632.00
13823.00,19,40,957.66
13824.00,33,46,1698.94
13826.00,159,12,174.65
13827.00,58,93,412.05
13828.00,23,15,209.49
13829.00,360,1,-102.00
13831.00,17,72,1794.99
13832.00,18,4,40.95
13833.00,160,29,384.80
13835.00,26,55,834.57
13837.00,212,19,271.24
13838.00,6,122,453.62
13841.00,253,1,85.00
13842.00,59,186,3075.05
13844.00,12,20,361.62
13845.00,65,9,312.98
13846.00,25,58,847.61
13848.00,93,4,935.00
13849.00,52,101,1537.95
13850.00,89,94,1586.81
13851.00,96,81,2651.46
13853.00,9,24,1056.94
13854.00,9,111,7715.62
13856.00,169,17,363.40
13858.00,58,11,216.17
13859.00,327,28,201.16
13860.00,2,77,1240.00
13862.00,19,142,2187.31
13863.00,246,22,299.56
13865.00,59,30,501.56
13866.00,75,7,145.67
13867.00,32,61,1015.29
13868.00,8,33,3192.54
13869.00,124,307,3104.95
13870.00,3,118,2751.25
13871.00,23,338,6389.80
13873.00,120,24,381.70
13874.00,359,18,540.45
13875.00,54,104,1786.79
13876.00,64,7,122.70
13877.00,87,3,117.24
13878.00,55,36,1281.53
13880.00,22,159,3121.97
13881.00,4,180,16989.52
13882.00,3,66,1131.28
13883.00,2,155,2538.75
13884.00,8,60,781.30
13885.00,190,28,506.80
13886.00,72,16,243.56
13887.00,205,19,349.55
13888.00,120,40,605.63
13889.00,93,15,416.90
13890.00,2,114,1860.86
13892.00,27,27,632.97
13893.00,298,21,821.10
13894.00,23,30,535.97
13895.00,22,119,2588.12
13897.00,51,17,311.16
13898.00,326,12,155.93
13899.00,17,19,388.52
13900.00,184,43,740.95
13901.00,73,149,2867.20
13904.00,38,26,332.64
13908.00,80,126,2347.05
13911.00,58,148,2580.91
13914.00,4,34,613.95
13917.00,50,18,272.04
13918.00,50,30,1212.84
13919.00,54,33,350.16
13922.00,352,7,172.25
13923.00,54,20,351.13
13924.00,2,137,1682.08
13925.00,37,45,616.65
13926.00,24,11,223.85
13927.00,75,21,348.99
13928.00,11,27,464.57
13929.00,170,10,802.85
13930.00,58,17,337.34
13931.00,86,59,1230.93
13932.00,295,16,307.40
13933.00,110,23,608.79
13934.00,264,31,922.10
13936.00,172,27,361.28
13937.00,170,9,158.85
13938.00,36,7,71.66
13939.00,24,46,556.75
13940.00,18,49,839.14
13941.00,22,35,3892.89
13946.00,80,11,561.57
13947.00,66,5,90.60
13948.00,361,3,102.00
13949.00,3,160,2427.32
13950.00,12,36,728.56
13951.00,177,39,674.45
13952.00,212,138,3246.09
13953.00,8,20,3515.68
13954.00,2,30,378.59
13955.00,155,33,322.96
13956.00,6,152,1026.42
13959.00,80,92,598.20
13960.00,22,12,230.22
13962.00,22,11,169.55
13963.00,309,28,513.24
13967.00,146,2,80.70
13969.00,8,608,8669.10
13971.00,9,158,2702.22
13972.00,71,15,190.25
13973.00,288,11,264.70
13974.00,50,28,413.59
13975.00,32,340,2503.23
13976.00,207,10,357.98
13978.00,15,15,196.79
13979.00,74,54,869.87
13980.00,61,11,200.14
13982.00,40,92,1432.51
13983.00,30,97,2261.10
13984.00,27,12,333.23
13985.00,5,351,7024.53
13986.00,18,13,320.46
13988.00,20,239,4098.80
13989.00,66,41,1266.08
13990.00,214,16,311.30
13991.00,13,86,850.63
13992.00,31,5,76.80
13993.00,33,125,3409.66
13994.00,4,155,2313.14
13995.00,16,87,1383.49
13999.00,11,212,3865.26
14000.00,207,16,633.71
14001.00,46,31,1729.09
14002.00,135,47,529.73
14004.00,44,171,4582.64
14005.00,10,84,2874.72
14006.00,116,30,962.19
14009.00,199,44,685.93
14012.00,278,11,328.80
14013.00,111,34,473.02
14014.00,78,39,505.18
14015.00,53,20,917.34
14016.00,155,162,4328.46
14019.00,47,68,1398.96
14020.00,17,39,642.80
14021.00,156,22,631.90
14022.00,226,28,440.00
14023.00,8,31,584.07
14024.00,122,16,327.70
14027.00,61,6,104.82
14029.00,64,15,467.66
14030.00,19,216,1683.59
14031.00,8,229,12736.52
14032.00,3,138,2625.98
14034.00,23,92,512.02
14035.00,29,66,1428.02
14036.00,285,38,626.65
14037.00,177,28,147.20
14038.00,79,93,1554.48
14039.00,34,6,152.20
14040.00,41,241,3542.19
14041.00,267,21,141.41
14044.00,27,209,652.82
14045.00,110,5,1333.35
14046.00,285,14,154.99
14047.00,9,21,1012.39
14048.00,278,88,375.13
14049.00,17,505,5639.15
14050.00,32,54,746.36
14051.00,1,201,14853.92
14052.00,20,56,225.36
14053.00,125,4,260.25
14054.00,66,6,92.46
14055.00,107,10,725.64
14056.00,2,1128,8124.40
14057.00,24,291,6147.40
14059.00,267,8,183.60
14060.00,5,191,5514.54
14062.00,10,111,10464.85
14064.00,30,82,1188.32
14066.00,267,7,152.55
14067.00,64,52,374.70
14068.00,321,24,265.85
14071.00,4,333,1307.41
14073.00,22,14,139.54
14075.00,5,43,942.26
14076.00,130,46,122.47
14077.00,41,42,499.42
14078.00,102,52,913.13
14079.00,125,12,375.10
14080.00,33,4,45.60
14081.00,268,87,481.15
14082.00,365,29,182.25
14083.00,5,115,708.89
14085.00,3,439,4127.74
14087.00,3,70,181.67
14088.00,11,590,50415.49
14089.00,57,14,161.00
14090.00,325,1,76.32
14092.00,8,216,4069.00
14093.00,13,105,442.85
14096.00,5,5128,57120.91
14098.00,37,21,147.35
14099.00,17,252,3092.97
14100.00,138,26,194.90
14101.00,74,35,5976.79
14102.00,6,84,1314.73
14104.00,155,21,216.21
14105.00,86,76,1260.33
14107.00,52,124,2688.48
14108.00,31,35,594.16
14109.00,24,14,80.20
14110.00,4,156,5669.65
14111.00,15,11,688.60
14112.00,23,173,2774.17
14113.00,4,40,1377.92
14114.00,274,15,386.53
14116.00,20,72,1382.74
14117.00,144,3,90.00
14119.00,355,1,-19.90
14121.00,4,161,2740.30
14124.00,85,5,419.58
14125.00,11,167,2740.43
14126.00,8,16,643.63
14127.00,123,44,709.71
14128.00,61,46,637.50
14129.00,2,52,1123.86
14130.00,320,67,483.86
14132.00,3,201,3580.13
14133.00,130,30,590.34
14135.00,2,97,3886.06
14138.00,2,47,982.38
14139.00,47,26,415.82
14140.00,4,67,920.05
14141.00,3,46,879.03
14143.00,134,7,115.80
14145.00,47,12,3148.20
14146.00,9,245,2949.57
14147.00,50,6,468.40
14148.00,234,3,157.20
14149.00,213,40,259.43
14150.00,36,26,658.64
14152.00,76,50,611.09
14154.00,240,52,1345.62
14155.00,267,6,118.75
14156.00,10,1415,113069.44
14157.00,20,49,400.43
14158.00,41,41,507.66
14159.00,20,1212,4678.30
14161.00,216,82,827.37
14162.00,174,25,289.36
14163.00,88,52,2445.91
14164.00,71,29,1631.77
14165.00,276,25,122.54
14167.00,40,52,574.84
14171.00,99,58,363.79
14173.00,11,29,450.84
14174.00,34,26,134.46
14175.00,52,164,3108.06
14176.00,298,23,414.45
14177.00,85,43,554.46
14178.00,9,327,1620.93
14179.00,41,165,719.78
14180.00,11,236,4439.02
14184.00,67,24,452.89
14185.00,332,3,197.65
14188.00,9,71,2018.91
14189.00,3,268,4293.07
14191.00,2,263,4660.01
14193.00,68,42,853.39
14194.00,5,604,11216.75
14195.00,202,8,962.70
14196.00,107,6,335.52
14198.00,5,44,663.50
14199.00,219,2,185.40
14201.00,61,39,688.04
14204.00,3,44,161.03
14205.00,11,25,456.98
14206.00,240,21,308.26
14208.00,95,10,151.74
14209.00,11,88,2067.13
14210.00,92,88,1595.94
14211.00,54,118,2208.30
14212.00,90,9,1070.48
14214.00,31,70,1000.23
14215.00,12,103,1611.92
14216.00,4,59,1839.30
14217.00,2,99,1824.01
14218.00,43,12,169.48
14219.00,5,7,89.94
14220.00,248,21,632.40
14221.00,43,194,3427.85
14222.00,178,41,683.17
14223.00,93,61,975.23
14224.00,111,118,1050.12
14226.00,29,73,2201.64
14227.00,27,183,3315.71
14229.00,52,43,1450.60
14231.00,180,54,822.06
14232.00,32,118,2043.93
14233.00,44,36,1447.51
14234.00,23,159,775.46
14235.00,11,80,3093.86
14236.00,81,12,301.56
14238.00,327,8,146.85
14239.00,44,116,2323.50
14240.00,31,42,890.34
14241.00,184,10,213.70
14242.00,235,16,280.55
14243.00,9,140,2322.58
14245.00,177,112,1677.48
14246.00,111,75,1474.06
14247.00,279,20,136.77
14248.00,319,8,302.58
14250.00,8,111,1904.05
14251.00,2,78,2879.70
14256.00,255,54,935.06
14257.00,52,107,3087.27
14258.00,10,112,12650.08
14259.00,142,5,120.00
14261.00,51,52,1163.45
14262.00,9,143,2618.23
14264.00,155,17,333.97
14265.00,110,31,530.18
14267.00,151,66,1279.09
14270.00,332,29,492.65
14271.00,226,10,112.32
14272.00,74,33,437.96
14273.00,52,29,559.97
14276.00,89,75,1019.39
14277.00,16,228,3957.00
14280.00,197,8,134.04
14282.00,4,143,3158.34
14284.00,31,34,578.45
14285.00,22,27,1910.01
14286.00,24,285,4595.81
14287.00,9,11,151.23
14288.00,213,17,413.85
14289.00,9,47,911.26
14290.00,12,103,2307.45
14291.00,2,238,3873.30
14292.00,8,108,4819.33
14293.00,4,46,681.64
14295.00,41,7,154.70
14297.00,18,64,1284.06
14298.00,4,1640,50862.44
14299.00,9,155,2635.11
14300.00,19,3,43.20
14301.00,108,16,632.04
14304.00,223,27,197.10
14305.00,72,110,1803.76
14306.00,52,35,2083.42
14307.00,89,132,2212.61
14309.00,9,123,2319.68
14311.00,226,27,229.71
14312.00,47,87,1611.59
14314.00,107,8,120.00
14315.00,22,104,2456.98
14317.00,65,24,508.58
14320.00,207,42,343.11
14321.00,11,123,1530.75
14323.00,115,41,574.26
14326.00,235,9,166.85
14327.00,164,12,311.65
14329.00,9,269,4928.74
14331.00,125,28,462.66
14332.00,23,26,866.31
14333.00,65,19,351.45
14334.00,17,163,2539.46
14335.00,17,63,468.26
14336.00,17,90,1614.91
14338.00,159,34,554.22
14339.00,235,18,289.91
14340.00,219,6,134.70
14341.00,46,130,2166.38
14342.00,22,24,607.71
14344.00,128,58,549.28
14345.00,39,6,108.98
14346.00,121,60,1021.58
14348.00,261,18,409.57
14349.00,11,31,133.50
14350.00,271,21,258.70
14351.00,165,1,51.00
14352.00,158,47,1078.96
14353.00,216,6,90.60
14354.00,6,9,163.62
14356.00,61,38,666.94
14357.00,44,41,225.77
14359.00,20,58,882.58
14360.00,32,118,2128.23
14362.00,23,41,161.20
14364.00,109,69,3717.35
14367.00,9,533,9167.82
14368.00,320,8,155.00
14371.00,296,4,100.50
14373.00,359,4,76.55
14375.00,186,75,257.68
14377.00,192,11,617.05
14379.00,45,46,348.10
14381.00,53,56,202.68
14382.00,27,131,626.07
14383.00,39,59,1247.69
14385.00,10,14,202.11
14386.00,297,7,142.40
14387.00,33,140,1770.56
14388.00,9,168,2872.69
14389.00,9,62,999.72
14390.00,11,263,4374.72
14393.00,219,5,67.95
14395.00,3,326,3163.23
14396.00,66,39,377.64
14397.00,1,95,2556.68
14400.00,142,26,559.70
14401.00,5,183,4039.98
14403.00,131,26,1426.31
14404.00,34,78,1301.24
14406.00,120,8,156.75
14407.00,108,76,2111.08
14408.00,11,107,2606.53
14409.00,72,52,1730.65
14410.00,16,286,576.30
14411.00,311,14,1063.00
14412.00,36,45,761.33
14413.00,363,23,122.70
14414.00,92,98,1485.13
14415.00,2,612,5811.56
14416.00,23,14,490.22
14418.00,4,124,1937.25
14419.00,11,206,1058.06
14420.00,86,30,385.87
14421.00,58,27,813.11
14422.00,1,222,4263.64
14423.00,219,3,265.20
14424.00,18,1,322.08
14426.00,19,264,3918.90
14427.00,51,17,363.34
14428.00,8,148,1230.14
14431.00,299,22,397.76
14432.00,10,382,2255.51
14434.00,22,12,1372.80
14436.00,99,9,89.06
14437.00,144,1,-106.40
14438.00,307,9,131.90
14439.00,320,32,2661.24
14440.00,9,42,1700.98
14441.00,1,58,1553.64
14442.00,2,68,1544.62
14443.00,54,75,1112.95
14446.00,1,293,1039.58
14447.00,19,70,1163.23
14448.00,10,20,375.35
14449.00,19,208,696.86
14450.00,181,40,483.25
14451.00,61,109,662.59
14452.00,11,62,264.44
14453.00,191,22,119.93
14456.00,6,977,3047.63
14457.00,311,4,113.64
14459.00,156,37,1837.92
14460.00,111,17,383.34
14461.00,149,180,2103.06
14462.00,64,246,1965.90
14463.00,99,6,529.62
14465.00,247,130,1058.62
14466.00,30,62,1892.65
14467.00,18,90,598.76
14470.00,12,43,461.19
14472.00,104,281,1936.84
14473.00,75,7,234.34
14474.00,44,30,537.71
14475.00,72,47,799.82
14476.00,258,19,215.70
14477.00,20,11,1307.81
14479.00,254,8,141.85
14480.00,12,13,279.05
14481.00,165,30,636.51
14482.00,19,144,2068.15
14483.00,150,10,129.20
14484.00,51,14,321.92
14485.00,39,47,165.75
14487.00,27,131,1071.23
14488.00,52,49,1047.43
14489.00,208,30,463.38
14491.00,176,13,213.73
14493.00,8,123,2362.84
14494.00,26,7,139.56
14495.00,51,6,123.80
14496.00,312,14,234.47
14497.00,302,31,457.47
14498.00,43,193,1957.32
14499.00,27,194,815.32
14500.00,89,7,356.85
14501.00,65,12,190.31
14502.00,20,631,2351.02
14503.00,4,164,3543.26
14504.00,48,107,673.26
14505.00,18,803,5818.70
14506.00,18,266,1742.47
14507.00,24,98,1368.18
14508.00,23,57,276.42
14511.00,12,71,1267.41
14512.00,188,23,275.28
14513.00,101,18,438.49
14514.00,62,73,1055.35
14515.00,18,101,2102.09
14517.00,34,18,330.45
14518.00,65,16,174.37
14520.00,2,4,270.60
14522.00,25,17,974.54
14523.00,109,12,241.09
14524.00,32,203,1867.68
14525.00,9,298,4221.37
14527.00,3,952,7250.84
14528.00,38,18,364.22
14529.00,61,229,620.04
14530.00,26,216,2925.91
14532.00,237,64,932.85
14533.00,25,65,1812.62
14534.00,3,558,4075.35
14535.00,60,333,2841.09
14536.00,260,19,171.80
14537.00,58,10,355.56
14538.00,65,19,388.25
14539.00,16,32,537.48
14540.00,10,76,996.26
14541.00,59,111,1461.65
14542.00,186,5,103.25
14543.00,4,107,2916.17
14544.00,25,114,2024.45
14546.00,5,417,2487.02
14547.00,4,367,3986.74
14548.00,151,4,652.80
14549.00,312,56,289.24
14550.00,11,48,765.62
14551.00,19,10,186.23
14552.00,152,58,165.07
14553.00,20,113,859.27
14554.00,11,216,2381.04
14555.00,58,21,324.14
14557.00,65,32,0.00
14560.00,8,76,2174.18
14561.00,76,69,1080.76
14562.00,4,446,4709.22
14565.00,96,129,3073.77
14566.00,111,4,1432.00
14567.00,36,34,1524.46
14569.00,2,12,227.39
14570.00,281,29,218.06
14572.00,4,273,2803.69
14573.00,180,165,1190.62
14577.00,13,123,859.71
14578.00,4,24,168.63
14581.00,17,17,138.60
14582.00,41,6,114.11
14583.00,6,330,1052.55
14584.00,170,101,1029.26
14585.00,51,29,157.05
14586.00,228,27,134.16
14587.00,19,384,1598.24
14591.00,16,197,1447.14
14592.00,36,164,570.46
14593.00,22,152,617.99
14594.00,8,22,124.83
14595.00,20,102,1740.60
14597.00,12,55,883.15
14598.00,45,50,221.97
14600.00,306,25,393.33
14601.00,11,7,213.96
14603.00,275,2,660.00
14606.00,2,2660,11119.87
14607.00,16,114,11341.10
14608.00,5,20,1785.15
14609.00,73,4,601.56
14616.00,243,3,406.08
14618.00,10,16,553.44
14619.00,240,22,379.51
14620.00,205,30,393.28
14621.00,2,96,1765.76
14622.00,185,21,320.58
14623.00,33,135,869.35
14624.00,58,13,225.85
14625.00,186,55,886.13
14626.00,9,126,2757.07
14627.00,312,5,-21.85
14628.00,92,24,671.96
14629.00,5,153,939.21
14631.00,51,41,1006.98
14632.00,263,8,114.56
14633.00,267,20,344.90
14636.00,37,28,609.85
14638.00,51,16,443.60
14639.00,53,175,2952.34
14640.00,16,113,2042.15
14641.00,22,7,110.46
14642.00,59,2,96.12
14643.00,171,34,668.61
14644.00,10,29,780.46
14645.00,157,30,597.09
14646.00,2,2081,279489.02
14647.00,202,30,243.22
14649.00,5,199,1417.29
14651.00,68,102,654.60
14652.00,78,29,114.18
14653.00,2,237,1947.55
14655.00,4,50,1930.15
14656.00,170,80,291.05
14657.00,18,127,838.27
14658.00,6,29,247.15
14659.00,9,259,2456.53
14660.00,87,30,285.74
14661.00,27,4,107.95
14662.00,29,168,771.17
14664.00,20,99,637.89
14665.00,61,117,1258.38
14666.00,25,14,195.25
14667.00,11,504,8033.49
14669.00,242,170,1269.99
14670.00,281,132,411.53
14672.00,235,61,765.55
14673.00,4,59,1362.91
14675.00,17,102,604.75
14676.00,32,44,2543.24
14680.00,26,306,25251.46
14681.00,72,7,498.95
14682.00,188,2,52.00
14684.00,26,421,1236.28
14687.00,107,15,628.38
14688.00,8,340,4662.40
14689.00,209,13,112.80
14690.00,45,54,358.61
14691.00,31,71,2114.33
14692.00,138,69,582.05
14693.00,265,8,172.90
14696.00,5,114,1777.60
14697.00,219,22,188.61
14698.00,2,210,1250.76
14699.00,215,8,109.13
14700.00,33,115,2235.30
14701.00,11,350,2486.22
14702.00,2,318,2931.94
14703.00,15,22,318.17
14704.00,12,415,1546.91
14705.00,199,1,179.00
14708.00,3,17,677.61
14709.00,16,197,4911.14
14710.00,15,139,606.13
14711.00,11,359,2838.20
14712.00,30,25,917.07
14713.00,10,316,2365.31
14714.00,25,10,160.19
14715.00,25,71,867.38
14716.00,44,55,329.68
14719.00,2,238,1592.18
14720.00,6,37,663.81
14722.00,148,29,187.92
14723.00,11,235,907.36
14725.00,25,52,718.08
14727.00,275,10,268.58
14730.00,2,501,2005.06
14731.00,48,45,380.02
14732.00,9,149,2686.34
14733.00,10,188,7621.52
14735.00,4,205,5807.69
14737.00,4,17,1164.55
14738.00,40,56,1289.94
14739.00,3,49,3185.22
14740.00,192,93,1423.21
14741.00,12,50,1215.84
14744.00,17,25,863.53
14745.00,113,70,1167.16
14747.00,248,19,294.30
14748.00,30,60,841.37
14752.00,44,5,389.64
14753.00,88,30,563.15
14754.00,45,41,638.05
14755.00,10,237,4965.38
14756.00,16,38,738.96
14757.00,76,19,420.50
14758.00,145,71,1484.06
14759.00,5,102,1625.97
14760.00,295,7,53.80
14761.00,59,11,255.90
14762.00,264,21,300.52
14764.00,44,7,250.55
14765.00,30,39,254.11
14766.00,9,129,2292.97
14768.00,18,6,139.50
14769.00,3,1094,10641.60
14770.00,233,52,876.42
14772.00,113,9,139.26
14775.00,59,40,605.34
14776.00,52,134,2195.58
14777.00,5,3,-17.45
14778.00,128,35,730.86
14779.00,281,41,386.15
14780.00,55,27,447.68
14782.00,320,6,200.10
14784.00,27,15,289.99
14785.00,11,3,77.40
14788.00,8,30,679.44
14789.00,29,6,197.64
14790.00,17,46,745.06
14792.00,64,4,0.00
14793.00,5,15,214.14
14794.00,3,82,1272.11
14795.00,167,6,131.45
14796.00,2,1114,7170.25
14798.00,53,12,173.74
14799.00,52,13,157.70
14800.00,48,341,3680.50
14801.00,62,59,193.14
14803.00,163,44,845.55
14804.00,9,12,353.27
14805.00,16,47,554.65
14806.00,76,11,193.39
14808.00,40,256,2175.37
14810.00,41,232,1907.44
14815.00,37,53,778.50
14816.00,198,4,271.85
14817.00,201,63,1110.34
14818.00,74,48,657.80
14819.00,65,13,272.07
14820.00,22,29,507.29
14823.00,181,70,321.43
14824.00,11,29,1127.71
14825.00,4,111,2042.81
14828.00,197,17,2139.76
14829.00,30,26,407.68
14830.00,54,40,197.13
14834.00,18,70,1698.35
14836.00,11,6,102.45
14837.00,90,110,1641.20
14840.00,268,4,62.85
14841.00,54,138,3295.76
14842.00,36,158,2456.80
14844.00,64,130,3189.81
14847.00,149,13,309.40
14849.00,22,375,7548.44
14850.00,312,21,325.75
14851.00,24,28,511.35
14852.00,59,143,2836.69
14853.00,9,10,463.05
14854.00,79,131,2749.89
14855.00,120,20,645.65
14856.00,37,66,1311.38
14857.00,60,61,1165.65
14859.00,13,59,1352.04
14860.00,9,12,168.62
14861.00,53,6,125.79
14862.00,26,48,841.20
14863.00,30,11,266.76
14865.00,8,1,15.00
14866.00,11,102,14093.77
14867.00,186,36,710.28
14868.00,4,147,2939.64
14869.00,4,72,721.95
14870.00,262,13,327.25
14871.00,4,98,522.38
14873.00,211,28,519.68
14875.00,10,50,1448.72
14878.00,13,124,1485.54
14880.00,78,47,706.19
14881.00,20,17,255.40
14882.00,27,11,589.70
14883.00,19,54,756.64
14885.00,132,15,765.32
14886.00,253,18,364.80
14887.00,80,6,1862.00
14888.00,208,20,369.20
14889.00,337,10,135.90
14890.00,254,7,125.65
14891.00,149,33,554.38
14893.00,10,73,1237.85
14894.00,86,23,655.75
14895.00,8,506,11020.26
14896.00,205,11,211.55
14897.00,8,55,1366.38
14898.00,24,114,1157.42
14901.00,12,64,1058.89
14902.00,22,24,314.11
14903.00,22,364,2744.48
14904.00,3,69,1025.44
14905.00,155,18,599.90
14907.00,4,140,2860.78
14908.00,75,9,277.80
14910.00,3,35,389.86
14911.00,2,5740,128161.04
14912.00,17,28,841.52
14913.00,36,87,1227.43
14915.00,86,13,258.83
14916.00,71,79,1264.84
14918.00,116,45,1610.15
14920.00,213,57,977.77
14921.00,31,78,1316.07
14923.00,51,44,749.10
14924.00,246,10,310.05
14929.00,33,11,223.88
14930.00,109,128,2372.86
14931.00,5,42,964.68
14934.00,73,88,1888.84
14935.00,298,10,1784.71
14936.00,10,366,8117.42
14937.00,57,35,1617.63
14944.00,30,172,5842.95
14946.00,15,3,100.90
14947.00,73,14,290.82
14948.00,24,64,1066.57
14950.00,9,20,361.25
14951.00,80,20,311.69
14952.00,47,146,8015.79
14953.00,26,55,289.82
14954.00,13,85,336.17
14957.00,254,12,58.49
14958.00,148,42,499.68
14959.00,60,61,684.97
14960.00,9,27,221.27
14961.00,11,317,7006.58
14962.00,271,5,126.70
14963.00,10,198,1487.80
14964.00,248,13,206.21
14965.00,97,83,599.00
14966.00,15,38,191.32
14967.00,50,6,463.80
14968.00,31,37,147.59
14970.00,69,34,1592.06
14971.00,36,160,1116.57
14972.00,129,18,114.77
14973.00,108,32,1314.45
14974.00,38,21,114.39
14975.00,58,11,279.94
14976.00,58,73,765.86
14978.00,73,216,1931.42
14981.00,247,8,102.12
14984.00,20,41,213.27
14985.00,199,87,296.75
14987.00,16,2,163.20
14988.00,212,40,334.54
14995.00,39,61,233.23
14997.00,47,27,540.98
14998.00,171,75,429.87
15000.00,48,77,490.52
15002.00,116,84,1010.11
15004.00,148,158,1246.32
15005.00,16,1132,5957.99
15006.00,52,144,502.09
15007.00,160,12,156.91
15009.00,13,182,1261.78
15010.00,36,20,308.94
15012.00,54,74,231.98
15014.00,44,35,260.17
15016.00,173,20,170.04
15017.00,34,20,125.58
15018.00,39,27,345.01
15019.00,267,70,266.00
15021.00,9,422,1682.64
15022.00,12,135,905.04
15023.00,4,526,6302.56
15024.00,10,107,1170.11
15025.00,34,72,377.01
15026.00,81,61,469.00
15027.00,31,37,1051.95
15028.00,9,34,441.16
15030.00,72,7,518.28
15031.00,5,111,668.14
15032.00,257,25,1693.50
15033.00,5,513,2571.02
15034.00,16,400,4277.66
15035.00,90,27,252.73
15036.00,73,127,465.55
15038.00,44,98,539.16
15039.00,10,1452,19174.93
15041.00,171,67,180.35
15042.00,200,5,135.93
15043.00,32,3,537.00
15044.00,20,461,7629.38
15045.00,152,13,633.66
15046.00,10,207,5064.01
15047.00,270,22,343.62
15048.00,66,75,281.87
15049.00,274,3,121.17
15050.00,26,80,1727.17
15051.00,24,143,1391.61
15052.00,320,30,215.78
15053.00,5,71,697.79
15054.00,13,114,302.10
15057.00,276,25,1489.50
15058.00,26,276,2124.99
15059.00,41,239,1325.82
15060.00,9,121,303.09
15061.00,4,321,42799.24
15062.00,72,57,987.86
15063.00,214,5,370.80
15065.00,38,158,3135.98
15066.00,32,53,760.59
15067.00,79,82,1744.76
15068.00,47,104,553.36
15069.00,180,70,1109.53
15071.00,94,26,982.07
15073.00,10,76,612.43
15074.00,106,42,748.87
15075.00,78,27,773.03
15076.00,173,49,880.85
15078.00,8,429,9148.20
15079.00,213,44,751.71
15081.00,23,27,376.20
15083.00,257,5,88.20
15087.00,282,15,306.94
15088.00,22,60,1140.27
15089.00,11,145,2420.84
15090.00,309,23,381.32
15091.00,54,31,476.96
15092.00,216,26,457.81
15093.00,19,96,3786.41
15095.00,104,49,1364.70
15096.00,43,11,219.39
15097.00,5,25,248.08
15098.00,183,5,649.50
15099.00,85,23,410.48
15100.00,331,3,65.70
15101.00,9,9,310.03
15103.00,32,35,703.36
15104.00,167,71,1002.54
15105.00,19,101,2298.93
15106.00,18,102,1407.73
15107.00,312,14,131.66
15108.00,142,61,1291.75
15109.00,241,31,463.75
15110.00,24,40,970.25
15111.00,30,68,1278.98
15113.00,10,101,3439.41
15114.00,31,197,2760.56
15115.00,19,21,340.11
15116.00,18,45,1352.75
15117.00,15,80,1550.13
15118.00,135,1,244.80
15119.00,246,14,266.40
15120.00,130,22,343.82
15121.00,51,28,457.72
15122.00,86,87,1612.13
15123.00,8,106,2199.31
15124.00,23,15,184.19
15125.00,26,140,11117.05
15127.00,66,16,406.53
15128.00,61,111,1419.54
15129.00,51,84,3447.40
15130.00,170,22,330.11
15132.00,19,52,977.93
15133.00,128,29,982.42
15134.00,15,73,1387.99
15135.00,234,10,127.15
15136.00,3,69,1282.45
15139.00,240,13,178.96
15140.00,53,81,2350.00
15142.00,47,26,498.74
15143.00,226,14,259.45
15144.00,9,218,6530.04
15145.00,5,67,1194.73
15146.00,165,95,1313.66
15147.00,219,29,608.65
15148.00,11,20,301.29
15149.00,134,23,520.80
15150.00,18,344,5303.97
15152.00,10,278,4684.24
15153.00,32,22,329.25
15154.00,75,92,240.27
15156.00,2,55,961.49
15157.00,4,133,1869.50
15158.00,46,7,401.40
15159.00,2,720,18573.68
15160.00,358,4,158.16
15163.00,19,29,304.47
15164.00,69,103,843.05
15167.00,321,41,163.00
15168.00,26,5,106.56
15171.00,325,7,1034.50
15172.00,9,110,1624.05
15174.00,323,11,135.75
15175.00,72,23,224.14
15178.00,261,3,40.50
15179.00,19,95,2186.20
15181.00,67,17,685.23
15182.00,155,29,622.85
15184.00,30,63,406.76
15185.00,71,21,310.62
15186.00,15,19,411.41
15187.00,2,93,4670.08
15189.00,2,232,15802.14
15192.00,120,36,729.32
15193.00,61,19,499.32
15194.00,4,310,7115.01
15195.00,3,1,3861.00
15197.00,9,36,656.44
15198.00,93,10,193.64
15199.00,60,13,1268.70
15201.00,79,97,927.84
15203.00,26,142,1827.80
15204.00,358,9,316.58
15205.00,86,38,648.83
15206.00,11,9,420.30
